#,ResourceGroupID,Id,AvailableCapacity,FreeCapacity,Start,HasFiniteCapacity
742,G_ST200G,G_ST200G_Seq_10,21:30:57.600,7:14:49.291,2020-04-25 00:00:00,TRUE
743,G_ST140D,G_ST140D_Seq_35,7:14:52.800,7:14:52.800,2020-05-20 00:00:00,FALSE
744,G_ST200G,G_ST200G_Seq_21,12:33:03.600,7:15:44.475,2020-05-06 00:00:00,TRUE
745,G_ST200G,G_ST200G_Seq_9,21:30:57.600,7:16:47.024,2020-04-24 00:00:00,TRUE
746,G_NTAD,G_NTAD_Seq_7,23:09:18.720,7:16:52.762,2020-04-22 00:00:00,TRUE
747,G_AR3T,G_AR3T_Seq_17,1 day,7:19:54.619,2020-05-02 00:00:00,FALSE
748,G_BF,G_BF_Seq_11,16:17:29.548,7:22:05.125,2020-04-26 00:00:00,TRUE
749,G_ST140D,G_ST140D_Seq_11,21:44:38.400,7:23:07.431,2020-04-26 00:00:00,FALSE
750,G_ANGC3H,G_ANGC3H_Seq_0,23:40:16.320,7:25:00.670,2020-04-15 00:00:00,FALSE
751,G_ATO2,G_ATO2_Seq_15,1 day,7:25:23.247,2020-04-30 00:00:00,FALSE
752,G_NTAD,G_NTAD_Seq_25,23:09:18.720,7:25:57.454,2020-05-10 00:00:00,TRUE
753,G_OTGRG,G_OTGRG_Seq_19,1 day,7:28:09.880,2020-05-04 00:00:00,FALSE
754,G_ANGC3H,G_ANGC3H_Seq_28,23:40:16.320,7:28:17.530,2020-05-13 00:00:00,FALSE
755,G_ATO1,G_ATO1_Seq_4,1 day,7:30:42.257,2020-04-19 00:00:00,FALSE
756,G_OTGRH,G_OTGRH_Seq_16,1 day,7:34:11.061,2020-05-01 00:00:00,FALSE
757,G_RTRAIN11,G_RTRAIN11_Seq_9,1 day,7:37:07.859,2020-04-24 00:00:00,FALSE
758,G_OTGRG,G_OTGRG_Seq_21,1 day,7:37:27.901,2020-05-06 00:00:00,FALSE
759,G_ANGC3H,G_ANGC3H_Seq_16,23:40:16.320,7:39:04.871,2020-05-01 00:00:00,FALSE
760,G_OTGRG,G_OTGRG_Seq_7,1 day,7:39:46.676,2020-04-22 00:00:00,FALSE
761,G_ATO2,G_ATO2_Seq_3,1 day,7:41:15.103,2020-04-18 00:00:00,FALSE
762,G_UNRO1,G_UNRO1_Seq_41,"2 days, 3:52:48",7:41:16.711,2020-05-26 00:00:00,TRUE
763,G_NTAD,G_NTAD_Seq_35,7:43:06.240,7:43:06.240,2020-05-20 00:00:00,TRUE
764,G_NTAD,G_NTAD_Seq_28,7:43:06.240,7:43:06.240,2020-05-13 00:00:00,TRUE
765,G_ST203H,G_ST203H_Seq_34,7:48:26.100,7:48:26.100,2020-05-19 00:00:00,FALSE
766,G_AR3T,G_AR3T_Seq_15,8:00:00,7:50:31.377,2020-04-30 00:00:00,FALSE
767,G_ST200G,G_ST200G_Seq_40,21:30:57.600,7:51:07.453,2020-05-25 00:00:00,TRUE
768,G_OTGRD,G_OTGRD_Seq_23,1 day,7:51:21.168,2020-05-08 00:00:00,FALSE
769,G_DSD,G_DSD_Seq_7,8:00:00,7:52:11.662,2020-04-22 00:00:00,FALSE
770,G_TKT,G_TKT_Seq_35,7:54:20.160,7:54:20.160,2020-05-20 00:00:00,TRUE
771,G_DSD,G_DSD_Seq_12,8:00:00,7:56:08.248,2020-04-27 00:00:00,FALSE
772,G_ARG2T,G_ARG2T_Seq_37,8:00:00,08:00:00,2020-05-22 00:00:00,FALSE
773,G_DSD,G_DSD_Seq_23,8:00:00,08:00:00,2020-05-08 00:00:00,FALSE
774,G_DSD,G_DSD_Seq_40,8:00:00,08:00:00,2020-05-25 00:00:00,FALSE
775,G_STRS1H,G_STRS1H_Seq_44,8:00:00,08:00:00,2020-05-29 00:00:00,FALSE
776,G_AR3T,G_AR3T_Seq_14,8:00:00,08:00:00,2020-04-29 00:00:00,FALSE
777,G_OTGRD,G_OTGRD_Seq_2,1 day,8:04:14.800,2020-04-17 00:00:00,FALSE
778,G_ANGC3H,G_ANGC3H_Seq_1,23:40:16.320,8:04:32.280,2020-04-16 00:00:00,FALSE
779,G_OTGRG,G_OTGRG_Seq_22,1 day,8:06:42.173,2020-05-07 00:00:00,FALSE
780,G_OTGRG,G_OTGRG_Seq_15,1 day,8:06:53.193,2020-04-30 00:00:00,FALSE
781,G_ANOH,G_ANOH_Seq_7,1 day,8:07:14.378,2020-04-22 00:00:00,FALSE
782,G_OTGRG,G_OTGRG_Seq_20,1 day,8:08:45.492,2020-05-05 00:00:00,FALSE
783,G_DSO1,G_DSO1_Seq_5,"1 day, 6:31:23.520",8:08:58.741,2020-04-20 00:00:00,FALSE
784,G_ANOH,G_ANOH_Seq_18,1 day,8:09:15.639,2020-05-03 00:00:00,FALSE
785,G_ST140D,G_ST140D_Seq_20,21:44:38.400,8:12:26.085,2020-05-05 00:00:00,FALSE
786,G_NTAH,G_NTAH_Seq_23,"1 day, 6:33:50.400",8:14:38.400,2020-05-08 00:00:00,TRUE
787,G_ANGCD,G_ANGCD_Seq_8,"1 day, 22:39:30.240",8:15:34.943,2020-04-23 00:00:00,FALSE
788,G_ST203H,G_ST203H_Seq_27,15:36:52.200,8:18:13.672,2020-05-12 00:00:00,FALSE
789,G_APOR,G_APOR_Seq_14,"2 days, 20:10:01.920",8:19:22.267,2020-04-29 00:00:00,FALSE
790,G_OTGRT,G_OTGRT_Seq_25,1 day,8:22:42.969,2020-05-10 00:00:00,FALSE
791,G_OTGRT,G_OTGRT_Seq_24,1 day,8:22:42.969,2020-05-09 00:00:00,FALSE
792,G_STRS1H,G_STRS1H_Seq_14,1 day,8:23:31.888,2020-04-29 00:00:00,FALSE
793,G_OTGRG,G_OTGRG_Seq_16,1 day,8:25:35.316,2020-05-01 00:00:00,FALSE
794,G_OTGRD,G_OTGRD_Seq_13,1 day,8:29:13.498,2020-04-28 00:00:00,FALSE
795,G_NTAH,G_NTAH_Seq_19,"1 day, 20:18:14.400",8:29:36.275,2020-05-04 00:00:00,TRUE
796,G_TRFCN,G_TRFCN_Seq_13,1 day,8:32:20.268,2020-04-28 00:00:00,FALSE
797,G_OTGRG,G_OTGRG_Seq_27,1 day,8:36:04.103,2020-05-12 00:00:00,FALSE
798,G_APORG,G_APORG_Seq_8,"2 days, 14:44:09.600",8:36:42.274,2020-04-23 00:00:00,TRUE
799,G_ST200G,G_ST200G_Seq_15,21:30:57.600,8:37:07.652,2020-04-30 00:00:00,TRUE
800,G_ANGCD,G_ANGCD_Seq_5,"1 day, 22:39:30.240",8:37:47.543,2020-04-20 00:00:00,FALSE
801,G_ST200G,G_ST200G_Seq_14,21:30:57.600,8:38:41.744,2020-04-29 00:00:00,TRUE
802,G_AR3T,G_AR3T_Seq_31,1 day,8:48:06.804,2020-05-16 00:00:00,FALSE
803,G_ST203H,G_ST203H_Seq_23,22:02:38.400,8:48:52.411,2020-05-08 00:00:00,FALSE
804,G_STRS1H,G_STRS1H_Seq_15,1 day,8:49:14.933,2020-04-30 00:00:00,FALSE
805,G_ANGC3H,G_ANGC3H_Seq_27,23:40:16.320,8:51:39.911,2020-05-12 00:00:00,FALSE
806,G_VSO1,G_VSO1_Seq_16,"2 days, 15:03:53.280",8:52:48.246,2020-05-01 00:00:00,TRUE
807,G_ST200G,G_ST200G_Seq_18,21:30:57.600,8:57:09.658,2020-05-03 00:00:00,TRUE
808,G_ANGCD,G_ANGCD_Seq_7,"1 day, 22:39:30.240",8:57:40.029,2020-04-22 00:00:00,FALSE
809,G_ANGCD,G_ANGCD_Seq_11,"1 day, 22:39:30.240",8:59:18.069,2020-04-26 00:00:00,FALSE
810,G_DSO1,G_DSO1_Seq_9,"1 day, 6:31:23.520",8:59:32.184,2020-04-24 00:00:00,FALSE
811,G_BF,G_BF_Seq_12,15:52:27.362,9:00:52.717,2020-04-27 00:00:00,TRUE
812,G_APPD,G_APPD_Seq_4,23:24:00,9:01:50.521,2020-04-19 00:00:00,FALSE
813,G_ANGC3H,G_ANGC3H_Seq_13,23:40:16.320,9:02:13.562,2020-04-28 00:00:00,FALSE
814,G_TRUCK3,G_TRUCK3_Seq_15,1 day,9:05:33.511,2020-04-30 00:00:00,FALSE
815,G_TRFCN,G_TRFCN_Seq_9,1 day,9:06:48.918,2020-04-24 00:00:00,FALSE
816,G_STRS1H,G_STRS1H_Seq_4,1 day,9:10:47.916,2020-04-19 00:00:00,FALSE
817,G_RTRAIN14,G_RTRAIN14_Seq_10,1 day,9:12:20.247,2020-04-25 00:00:00,FALSE
818,G_OTGRO2,G_OTGRO2_Seq_17,1 day,9:19:49.931,2020-05-02 00:00:00,FALSE
819,G_ANGC3H,G_ANGC3H_Seq_18,23:40:16.320,9:20:49.339,2020-05-03 00:00:00,FALSE
820,G_DSO2,G_DSO2_Seq_6,"1 day, 12:36:00",9:21:03.141,2020-04-21 00:00:00,FALSE
821,G_OTGRT,G_OTGRT_Seq_3,1 day,9:22:41.612,2020-04-18 00:00:00,FALSE
822,G_OTGRD,G_OTGRD_Seq_9,1 day,9:23:34.721,2020-04-24 00:00:00,FALSE
823,G_OTGRH,G_OTGRH_Seq_4,1 day,9:24:01.274,2020-04-19 00:00:00,FALSE
824,G_RTRAIN14,G_RTRAIN14_Seq_18,1 day,9:26:44.905,2020-05-03 00:00:00,FALSE
825,G_DSO1,G_DSO1_Seq_7,"1 day, 6:31:23.520",9:27:32.777,2020-04-22 00:00:00,FALSE
826,G_ATO2,G_ATO2_Seq_7,1 day,9:28:04.962,2020-04-22 00:00:00,FALSE
827,G_NTAD,G_NTAD_Seq_23,23:09:18.720,9:29:15.685,2020-05-08 00:00:00,TRUE
828,G_TRFCN,G_TRFCN_Seq_18,1 day,9:31:20.631,2020-05-03 00:00:00,FALSE
829,G_DSO1,G_DSO1_Seq_10,"1 day, 6:31:23.520",9:32:20.794,2020-04-25 00:00:00,FALSE
830,G_OTGRG,G_OTGRG_Seq_39,1 day,9:34:53.544,2020-05-24 00:00:00,FALSE
831,G_ANGCD,G_ANGCD_Seq_14,"1 day, 22:39:30.240",9:37:33.144,2020-04-29 00:00:00,FALSE
832,G_NTAD,G_NTAD_Seq_36,9:38:52.800,9:38:52.800,2020-05-21 00:00:00,TRUE
833,G_APPD,G_APPD_Seq_22,23:24:00,9:39:16.836,2020-05-07 00:00:00,FALSE
834,G_OTGRG,G_OTGRG_Seq_28,1 day,9:41:33.478,2020-05-13 00:00:00,FALSE
835,G_STRS1H,G_STRS1H_Seq_3,1 day,9:42:19.820,2020-04-18 00:00:00,FALSE
836,G_ANOH,G_ANOH_Seq_1,1 day,9:44:38.798,2020-04-16 00:00:00,FALSE
837,G_ANOD,G_ANOD_Seq_13,"6 days, 8:32:38.400",9:45:32.278,2020-04-28 00:00:00,FALSE
838,G_RTRAIN11,G_RTRAIN11_Seq_6,1 day,9:46:08.540,2020-04-21 00:00:00,FALSE
839,G_ST200G,G_ST200G_Seq_17,21:30:57.600,9:48:38.855,2020-05-02 00:00:00,TRUE
840,G_DSO1,G_DSO1_Seq_11,"1 day, 6:31:23.520",9:49:15.457,2020-04-26 00:00:00,FALSE
841,G_ST140D,G_ST140D_Seq_8,17:12:50.400,9:50:43.118,2020-04-23 00:00:00,FALSE
842,G_ST140D,G_ST140D_Seq_7,21:44:38.400,9:51:30.164,2020-04-22 00:00:00,FALSE
843,G_ST200G,G_ST200G_Seq_34,10:45:28.800,9:51:36.203,2020-05-19 00:00:00,TRUE
844,G_ST203H,G_ST203H_Seq_5,22:02:38.400,9:51:37.632,2020-04-20 00:00:00,FALSE
845,G_NTAD,G_NTAD_Seq_2,23:09:18.720,9:58:00.843,2020-04-17 00:00:00,TRUE
846,G_RTRAIN11,G_RTRAIN11_Seq_12,1 day,9:59:05.506,2020-04-27 00:00:00,FALSE
847,G_UPAT,G_UPAT_Seq_9,1 day,10:01:43.532,2020-04-24 00:00:00,FALSE
848,G_RTRAIN6,G_RTRAIN6_Seq_10,1 day,10:01:43.532,2020-04-25 00:00:00,FALSE
849,G_APGKRD,G_APGKRD_Seq_19,"1 day, 20:06:43.200",10:03:59.405,2020-05-04 00:00:00,FALSE
850,G_DSO1,G_DSO1_Seq_13,"1 day, 6:31:23.520",10:07:07.635,2020-04-28 00:00:00,FALSE
851,G_APPD,G_APPD_Seq_3,23:24:00,10:10:02.007,2020-04-18 00:00:00,FALSE
852,G_NTAH,G_NTAH_Seq_17,"1 day, 20:18:14.400",10:11:27.809,2020-05-02 00:00:00,TRUE
853,G_APHKRD,G_APHKRD_Seq_12,"1 day, 19:09:50.400",10:12:09.927,2020-04-27 00:00:00,FALSE
854,G_ST200G,G_ST200G_Seq_27,12:33:03.600,10:12:13.143,2020-05-12 00:00:00,TRUE
855,G_VSO1,G_VSO1_Seq_17,"2 days, 15:03:53.280",10:12:35.524,2020-05-02 00:00:00,TRUE
856,G_ANOD,G_ANOD_Seq_14,"6 days, 8:32:38.400",10:14:08.317,2020-04-29 00:00:00,FALSE
857,G_ANGC3H,G_ANGC3H_Seq_10,23:40:16.320,10:14:52.056,2020-04-25 00:00:00,FALSE
858,G_DSO1,G_DSO1_Seq_19,"1 day, 6:31:23.520",10:15:50.343,2020-05-04 00:00:00,FALSE
859,G_OTGRD,G_OTGRD_Seq_6,1 day,10:17:29.249,2020-04-21 00:00:00,FALSE
860,G_TRFCN,G_TRFCN_Seq_15,1 day,10:18:20.943,2020-04-30 00:00:00,FALSE
861,G_RTRAIN11,G_RTRAIN11_Seq_8,1 day,10:19:28.290,2020-04-23 00:00:00,FALSE
862,G_RTRAIN14,G_RTRAIN14_Seq_13,1 day,10:20:41.649,2020-04-28 00:00:00,FALSE
863,G_NTAD,G_NTAD_Seq_5,23:09:18.720,10:23:12.989,2020-04-20 00:00:00,TRUE
864,G_OTGRG,G_OTGRG_Seq_23,1 day,10:24:52.512,2020-05-08 00:00:00,FALSE
865,G_RTRAIN10,G_RTRAIN10_Seq_11,1 day,10:28:31.508,2020-04-26 00:00:00,TRUE
866,G_ANGCD,G_ANGCD_Seq_23,"1 day, 22:39:30.240",10:30:05.240,2020-05-08 00:00:00,FALSE
867,G_VAO2,G_VAO2_Seq_10,20:06:00,10:32:26.682,2020-04-25 00:00:00,FALSE
868,G_ST203H,G_ST203H_Seq_35,10:33:45.900,10:33:45.900,2020-05-20 00:00:00,FALSE
869,G_ATO1,G_ATO1_Seq_3,1 day,10:37:44.519,2020-04-18 00:00:00,FALSE
870,G_APPD,G_APPD_Seq_9,23:24:00,10:38:00.825,2020-04-24 00:00:00,FALSE
871,G_OTGRG,G_OTGRG_Seq_38,1 day,10:38:14.127,2020-05-23 00:00:00,FALSE
872,G_RTRAIN11,G_RTRAIN11_Seq_10,1 day,10:45:14.400,2020-04-25 00:00:00,FALSE
873,G_DSH,G_DSH_Seq_4,"1 day, 22:25:49.440",10:45:40.510,2020-04-19 00:00:00,FALSE
874,G_TRFCN,G_TRFCN_Seq_5,1 day,10:47:58.453,2020-04-20 00:00:00,FALSE
875,G_OTGRG,G_OTGRG_Seq_30,1 day,10:50:44.916,2020-05-15 00:00:00,FALSE
876,G_TRFCN,G_TRFCN_Seq_6,1 day,10:51:00.812,2020-04-21 00:00:00,FALSE
877,G_OTGRG,G_OTGRG_Seq_32,1 day,10:53:05.353,2020-05-17 00:00:00,FALSE
878,G_AR3T,G_AR3T_Seq_16,1 day,10:53:25.022,2020-05-01 00:00:00,FALSE
879,G_RTRAIN14,G_RTRAIN14_Seq_5,1 day,10:53:54.877,2020-04-20 00:00:00,FALSE
880,G_ATO2,G_ATO2_Seq_14,1 day,10:54:16.125,2020-04-29 00:00:00,FALSE
881,G_DSO2,G_DSO2_Seq_0,"1 day, 12:36:00",10:54:26.555,2020-04-15 00:00:00,FALSE
882,G_APGKRD,G_APGKRD_Seq_0,"1 day, 20:06:43.200",10:55:42.658,2020-04-15 00:00:00,FALSE
883,G_VSO1,G_VSO1_Seq_4,"2 days, 15:03:53.280",10:56:05.381,2020-04-19 00:00:00,TRUE
884,G_ST140D,G_ST140D_Seq_37,21:44:38.400,10:57:17.728,2020-05-22 00:00:00,FALSE
885,G_APGKRD,G_APGKRD_Seq_10,"1 day, 20:06:43.200",10:58:15.244,2020-04-25 00:00:00,FALSE
886,G_ANGC1H,G_ANGC1H_Seq_22,23:20:24,10:59:22.679,2020-05-07 00:00:00,FALSE
887,G_OTGRH,G_OTGRH_Seq_7,1 day,11:03:14.698,2020-04-22 00:00:00,FALSE
888,G_OTGRO2,G_OTGRO2_Seq_7,1 day,11:03:19.025,2020-04-22 00:00:00,FALSE
889,G_ANGC1H,G_ANGC1H_Seq_0,23:20:24,11:05:45.484,2020-04-15 00:00:00,FALSE
890,G_ANGC1H,G_ANGC1H_Seq_25,23:20:24,11:09:32.243,2020-05-10 00:00:00,FALSE
891,G_ST203H,G_ST203H_Seq_22,22:02:38.400,11:09:59.741,2020-05-07 00:00:00,FALSE
892,G_ATO1,G_ATO1_Seq_19,1 day,11:11:42.325,2020-05-04 00:00:00,FALSE
893,G_DSO1,G_DSO1_Seq_39,"1 day, 6:31:23.520",11:13:42.976,2020-05-24 00:00:00,FALSE
894,G_NTAD,G_NTAD_Seq_21,23:09:18.720,11:13:59.104,2020-05-06 00:00:00,TRUE
895,G_RTRAIN11,G_RTRAIN11_Seq_5,1 day,11:17:48.907,2020-04-20 00:00:00,FALSE
896,G_DSO1,G_DSO1_Seq_12,"1 day, 6:31:23.520",11:18:09.706,2020-04-27 00:00:00,FALSE
897,G_OTGRD,G_OTGRD_Seq_11,1 day,11:20:08.336,2020-04-26 00:00:00,FALSE
898,G_ANOH,G_ANOH_Seq_21,1 day,11:20:42.435,2020-05-06 00:00:00,FALSE
899,G_RTRAIN11,G_RTRAIN11_Seq_14,1 day,11:21:34.367,2020-04-29 00:00:00,FALSE
900,G_DSO1,G_DSO1_Seq_36,"1 day, 6:31:23.520",11:22:24.499,2020-05-21 00:00:00,FALSE
901,G_DSO1,G_DSO1_Seq_37,"1 day, 6:31:23.520",11:23:00.877,2020-05-22 00:00:00,FALSE
902,G_DSO1,G_DSO1_Seq_40,"1 day, 6:31:23.520",11:24:22.144,2020-05-25 00:00:00,FALSE
903,G_DSO1,G_DSO1_Seq_42,"1 day, 6:31:23.520",11:26:03.013,2020-05-27 00:00:00,FALSE
904,G_DSO1,G_DSO1_Seq_41,"1 day, 6:31:23.520",11:26:07.266,2020-05-26 00:00:00,FALSE
905,G_DSO1,G_DSO1_Seq_3,"1 day, 6:31:23.520",11:26:18.922,2020-04-18 00:00:00,FALSE
906,G_APHKRD,G_APHKRD_Seq_2,"1 day, 23:05:16.800",11:26:50.089,2020-04-17 00:00:00,FALSE
907,G_RTRAIN11,G_RTRAIN11_Seq_17,1 day,11:28:27.317,2020-05-02 00:00:00,FALSE
908,G_ANGCD,G_ANGCD_Seq_0,"1 day, 22:39:30.240",11:28:28.617,2020-04-15 00:00:00,FALSE
909,G_STRS1H,G_STRS1H_Seq_28,1 day,11:29:40.567,2020-05-13 00:00:00,FALSE
910,G_OTGRH,G_OTGRH_Seq_28,1 day,11:29:52.952,2020-05-13 00:00:00,FALSE
911,G_DSO2,G_DSO2_Seq_8,"1 day, 12:36:00",11:32:26.210,2020-04-23 00:00:00,FALSE
912,G_OTGRD,G_OTGRD_Seq_19,1 day,11:36:14.704,2020-05-04 00:00:00,FALSE
913,G_OTGRT,G_OTGRT_Seq_23,1 day,11:39:22.202,2020-05-08 00:00:00,FALSE
914,G_ATO1,G_ATO1_Seq_11,1 day,11:39:41.769,2020-04-26 00:00:00,FALSE
915,G_OTGRD,G_OTGRD_Seq_16,1 day,11:40:43.862,2020-05-01 00:00:00,FALSE
916,G_ATO1,G_ATO1_Seq_9,1 day,11:43:46.753,2020-04-24 00:00:00,FALSE
917,G_OTGRD,G_OTGRD_Seq_14,1 day,11:43:55.103,2020-04-29 00:00:00,FALSE
918,G_ANGC1H,G_ANGC1H_Seq_5,23:20:24,11:49:06.570,2020-04-20 00:00:00,FALSE
919,G_RTRAIN14,G_RTRAIN14_Seq_16,1 day,11:50:12.827,2020-05-01 00:00:00,FALSE
920,G_TKT,G_TKT_Seq_0,23:43:00.480,11:52:58.604,2020-04-15 00:00:00,TRUE
921,G_ST140D,G_ST140D_Seq_6,21:44:38.400,11:55:35.928,2020-04-21 00:00:00,FALSE
922,G_ST203H,G_ST203H_Seq_26,22:02:38.400,12:01:23.453,2020-05-11 00:00:00,FALSE
923,G_APHKRD,G_APHKRD_Seq_11,"1 day, 23:05:16.800",12:02:49.649,2020-04-26 00:00:00,FALSE
924,G_ATO2,G_ATO2_Seq_17,1 day,12:05:36.428,2020-05-02 00:00:00,FALSE
925,G_TRFCN,G_TRFCN_Seq_17,1 day,12:06:10.865,2020-05-02 00:00:00,FALSE
926,G_OTGRH,G_OTGRH_Seq_17,1 day,12:08:57.856,2020-05-02 00:00:00,FALSE
927,G_ANGCD,G_ANGCD_Seq_9,"1 day, 22:39:30.240",12:09:41.482,2020-04-24 00:00:00,FALSE
928,G_OTGRG,G_OTGRG_Seq_29,1 day,12:16:36.419,2020-05-14 00:00:00,FALSE
929,G_TRFCN,G_TRFCN_Seq_16,1 day,12:17:37.570,2020-05-01 00:00:00,FALSE
930,G_RTRAIN11,G_RTRAIN11_Seq_39,1 day,12:18:52.477,2020-05-24 00:00:00,FALSE
931,G_RTRAIN11,G_RTRAIN11_Seq_13,1 day,12:19:16.741,2020-04-28 00:00:00,FALSE
932,G_RTRAIN14,G_RTRAIN14_Seq_22,1 day,12:22:15.682,2020-05-07 00:00:00,FALSE
933,G_RTRAIN14,G_RTRAIN14_Seq_11,1 day,12:22:58.892,2020-04-26 00:00:00,FALSE
934,G_APORG,G_APORG_Seq_16,"2 days, 14:44:09.600",12:23:29.666,2020-05-01 00:00:00,TRUE
935,G_RTRAIN11,G_RTRAIN11_Seq_1,1 day,12:29:04.657,2020-04-16 00:00:00,FALSE
936,G_OTGRG,G_OTGRG_Seq_6,1 day,12:29:10.437,2020-04-21 00:00:00,FALSE
937,G_ANGC3H,G_ANGC3H_Seq_17,23:40:16.320,12:30:06.860,2020-05-02 00:00:00,FALSE
938,G_ANGC1H,G_ANGC1H_Seq_6,15:33:36,12:31:07.601,2020-04-21 00:00:00,FALSE
939,G_STRS1H,G_STRS1H_Seq_16,1 day,12:31:34.213,2020-05-01 00:00:00,FALSE
940,G_RTRAIN11,G_RTRAIN11_Seq_18,1 day,12:35:36.192,2020-05-03 00:00:00,FALSE
941,G_ST140D,G_ST140D_Seq_30,21:44:38.400,12:35:43.469,2020-05-15 00:00:00,FALSE
942,G_RTRAIN15,G_RTRAIN15_Seq_33,1 day,12:37:32.584,2020-05-18 00:00:00,FALSE
943,G_RTRAIN15,G_RTRAIN15_Seq_16,1 day,12:37:32.584,2020-05-01 00:00:00,FALSE
944,G_RTRAIN15,G_RTRAIN15_Seq_26,1 day,12:37:32.584,2020-05-11 00:00:00,FALSE
945,G_RTRAIN15,G_RTRAIN15_Seq_19,1 day,12:37:32.584,2020-05-04 00:00:00,FALSE
946,G_RTRAIN15,G_RTRAIN15_Seq_42,1 day,12:37:32.584,2020-05-27 00:00:00,FALSE
947,G_RTRAIN15,G_RTRAIN15_Seq_32,1 day,12:37:32.584,2020-05-17 00:00:00,FALSE
948,G_RTRAIN15,G_RTRAIN15_Seq_13,1 day,12:37:32.584,2020-04-28 00:00:00,FALSE
949,G_RTRAIN15,G_RTRAIN15_Seq_22,1 day,12:37:32.584,2020-05-07 00:00:00,FALSE
950,G_RTRAIN15,G_RTRAIN15_Seq_20,1 day,12:37:32.585,2020-05-05 00:00:00,FALSE
951,G_RTRAIN15,G_RTRAIN15_Seq_27,1 day,12:37:32.585,2020-05-12 00:00:00,FALSE
952,G_RTRAIN15,G_RTRAIN15_Seq_21,1 day,12:37:32.585,2020-05-06 00:00:00,FALSE
953,G_RTRAIN15,G_RTRAIN15_Seq_41,1 day,12:37:32.585,2020-05-26 00:00:00,FALSE
954,G_ANGC3H,G_ANGC3H_Seq_4,23:40:16.320,12:38:14.531,2020-04-19 00:00:00,FALSE
955,G_OTGRG,G_OTGRG_Seq_31,1 day,12:40:00.040,2020-05-16 00:00:00,FALSE
956,G_OTGRH,G_OTGRH_Seq_5,1 day,12:45:22.015,2020-04-20 00:00:00,FALSE
957,G_OTGRT,G_OTGRT_Seq_1,1 day,12:46:51.991,2020-04-16 00:00:00,FALSE
958,G_VSO1,G_VSO1_Seq_18,"2 days, 15:03:53.280",12:48:03.148,2020-05-03 00:00:00,TRUE
959,G_ST140D,G_ST140D_Seq_26,21:44:38.400,12:48:55.062,2020-05-11 00:00:00,FALSE
960,G_TRFCN,G_TRFCN_Seq_11,1 day,12:52:48.224,2020-04-26 00:00:00,FALSE
961,G_ST203H,G_ST203H_Seq_24,22:02:38.400,12:55:10.938,2020-05-09 00:00:00,FALSE
962,G_OTGRG,G_OTGRG_Seq_33,1 day,12:55:24.866,2020-05-18 00:00:00,FALSE
963,G_TRFCN,G_TRFCN_Seq_14,1 day,12:56:57.465,2020-04-29 00:00:00,FALSE
964,G_DSO1,G_DSO1_Seq_38,"1 day, 6:31:23.520",12:57:05.593,2020-05-23 00:00:00,FALSE
965,G_MPG,G_MPG_Seq_5,4 days,13:03:46.492,2020-04-20 00:00:00,FALSE
966,G_RTRAIN14,G_RTRAIN14_Seq_4,1 day,13:05:09.158,2020-04-19 00:00:00,FALSE
967,G_ANGCD,G_ANGCD_Seq_1,"1 day, 22:39:30.240",13:06:29.980,2020-04-16 00:00:00,FALSE
968,G_RTRAIN10,G_RTRAIN10_Seq_6,1 day,13:07:45.926,2020-04-21 00:00:00,TRUE
969,G_APRRG,G_APRRG_Seq_26,"2 days, 11:21:07.200",13:09:02.016,2020-05-11 00:00:00,TRUE
970,G_ANGC3H,G_ANGC3H_Seq_2,23:40:16.320,13:10:09.503,2020-04-17 00:00:00,FALSE
971,G_OTGRD,G_OTGRD_Seq_20,1 day,13:17:25.910,2020-05-05 00:00:00,FALSE
972,G_DSH,G_DSH_Seq_18,"1 day, 22:25:49.440",13:19:54.934,2020-05-03 00:00:00,FALSE
973,G_RSTD,G_RSTD_Seq_40,13:23:31.200,13:23:31.200,2020-05-25 00:00:00,FALSE
974,G_VAO2,G_VAO2_Seq_44,13:24:00,13:24:00,2020-05-29 00:00:00,FALSE
975,G_VAO2,G_VAO2_Seq_22,13:24:00,13:24:00,2020-05-07 00:00:00,FALSE
976,G_VAO2,G_VAO2_Seq_35,13:24:00,13:24:00,2020-05-20 00:00:00,FALSE
977,G_VAO2,G_VAO2_Seq_17,13:24:00,13:24:00,2020-05-02 00:00:00,FALSE
978,G_VAO2,G_VAO2_Seq_28,13:24:00,13:24:00,2020-05-13 00:00:00,FALSE
979,G_VAO2,G_VAO2_Seq_14,13:24:00,13:24:00,2020-04-29 00:00:00,FALSE
980,G_RTRAIN10,G_RTRAIN10_Seq_10,1 day,13:24:02.787,2020-04-25 00:00:00,TRUE
981,G_OTGRG,G_OTGRG_Seq_44,1 day,13:30:08.496,2020-05-29 00:00:00,FALSE
982,G_ST200G,G_ST200G_Seq_1,21:30:57.600,13:32:22.535,2020-04-16 00:00:00,TRUE
983,G_ANGCD,G_ANGCD_Seq_12,"1 day, 22:39:30.240",13:35:07.220,2020-04-27 00:00:00,FALSE
984,G_OTGRD,G_OTGRD_Seq_22,1 day,13:35:23.130,2020-05-07 00:00:00,FALSE
985,G_TRFCN,G_TRFCN_Seq_7,1 day,13:35:46.311,2020-04-22 00:00:00,FALSE
986,G_AOAD,G_AOAD_Seq_12,1 day,13:37:52.330,2020-04-27 00:00:00,FALSE
987,G_DSH,G_DSH_Seq_19,"1 day, 22:25:49.440",13:41:45.208,2020-05-04 00:00:00,FALSE
